,Company,Model,Location,Year,Kilometers_Driven,Power_bhp,Mileage_n,Fuel_Type,Transmission,Owner_Type,Seats,New_Price,Price,No_Year,Engine_CC
3050,Toyota,Corolla,Pune,2009,70000,75,18,Petrol,Manual,Third,5,,3,11,1798
3051,Volkswagen,Vento,Pune,2012,61000,254.8,11.3,Petrol,Automatic,Second,5,,3.75,8,1598
3052,Hyundai,EON,Pune,2015,66510,73.97,25.4,Petrol,Manual,First,5,,2.95,5,814
3053,Skoda,Laura,Hyderabad,2011,84062,110,18.1,Diesel,Manual,First,5,,5.8,9,1968
3054,Maruti,Swift,Hyderabad,2012,80799,121.3,17.01,Diesel,Manual,First,5,,4.9,8,1248
3055,Toyota,Corolla,Kolkata,2018,5000,70,15.6,Petrol,Automatic,First,5,22.37 Lakh,16.95,2,1798
3056,Toyota,Innova,Hyderabad,2013,92000,74,25.2,Diesel,Manual,First,8,,12.5,7,2494
3057,Tata,Tiago,Hyderabad,2017,53000,63.12,23.08,Diesel,Manual,First,5,,5,3,1047
3058,Skoda,Rapid,Mumbai,2015,39822,74,16.47,Petrol,Manual,First,5,12.02 Lakh,4.68,5,1598
3059,Ford,Endeavour,Mumbai,2016,29000,190,22.69,Diesel,Automatic,First,7,,29.8,4,3198
3060,Renault,KWID,Kochi,2017,24214,103.52,15,Petrol,Manual,Second,5,3.95 Lakh,3.46,3,799
3061,Hyundai,i20,Pune,2012,75000,,0,Diesel,Manual,First,5,,4,8,1396
3062,Skoda,Laura,Chennai,2012,77216,241.4,12.07,Diesel,Manual,Second,5,,4.5,8,1896
3063,Toyota,Corolla,Kochi,2013,74290,88.5,26.21,Diesel,Manual,First,5,,5.87,7,1364
3064,Mahindra,Scorpio,Delhi,2015,61000,98.6,25.1,Diesel,Manual,First,8,,9.5,5,2179
3065,Audi,Q5,Chennai,2013,44000,272,10.93,Diesel,Automatic,First,5,,32.5,7,1968
3066,Chevrolet,Enjoy,Coimbatore,2014,74041,241.38,14.57,Diesel,Manual,First,8,,3.88,6,1248
3067,BMW,3 Series,Coimbatore,2013,85846,118.3,14.02,Diesel,Automatic,First,5,48.79 Lakh,13.08,7,1995
3068,Nissan,Sunny,Delhi,2012,52000,100,12,Diesel,Manual,First,5,,3.5,8,1461
3069,Honda,Accord,Mumbai,2010,47000,103.3,15.5,Petrol,Manual,Second,5,,3.5,10,2354
3070,Hyundai,Verna,Bangalore,2010,72010,138.1,14.53,Diesel,Manual,First,5,,4.45,10,1493
3071,Maruti,Omni,Jaipur,2015,15000,103.6,14.4,Petrol,Manual,First,8,,2.35,5,796
3072,Honda,City,Kolkata,2015,480000,55.2,21.1,Petrol,Manual,First,5,,5,5,1497
3073,Audi,A7,Kolkata,2012,24720,108.5,20,Diesel,Automatic,Second,5,,28,8,2967
3074,Ford,Fiesta,Chennai,2007,75000,74,22.9,Petrol,Manual,Second,5,,2,13,1388
3075,Hyundai,i20,Mumbai,2015,57000,138.03,14.28,Diesel,Manual,First,5,,6.35,5,1396
3076,Mercedes-Benz,E-Class,Kochi,2015,41057,100,12.99,Diesel,Automatic,First,5,,24.63,5,2143
3077,Maruti,Wagon R,Pune,2012,92000,69,27.28,CNG,Manual,Second,5,,3,8,998
3078,Ford,EcoSport,Chennai,2016,20000,103.52,15.41,Diesel,Manual,First,5,,7.9,4,1498
3079,Hyundai,i20,Mumbai,2011,52359,197,10.91,Petrol,Manual,First,5,,3.25,9,1197
3080,Honda,City,Delhi,2016,17000,53.3,25.17,Petrol,Manual,Second,5,,8.25,4,1497
3081,Nissan,Micra,Kolkata,2011,39002,90,23,Diesel,Manual,First,5,,2.85,9,1461
3082,Ford,Figo,Pune,2010,129986,106,17.5,Diesel,Manual,Second,5,,3.2,10,1399
3083,Nissan,Micra,Kolkata,2013,45000,87.2,21.43,Petrol,Manual,First,5,,1.75,7,1198
3084,Maruti,Swift,Kolkata,2013,41300,120,15.4,Diesel,Manual,First,5,,3.38,7,1248
3085,Honda,Accord,Ahmedabad,2009,82002,174.3,14.16,Petrol,Manual,Second,5,,5.75,11,2354
3086,Skoda,Superb,Mumbai,2010,67000,73.8,18.2,Petrol,Automatic,First,5,,4.7,10,1798
3087,Maruti,Omni,Hyderabad,2017,21260,190,22.69,Petrol,Manual,First,5,,2.9,3,796
3088,Hyundai,i20,Ahmedabad,2012,55362,84.8,21.64,Diesel,Manual,First,5,,4.25,8,1396
3089,Hyundai,Creta,Chennai,2017,13000,177.6,12.8,Diesel,Automatic,First,5,,14.5,3,1582
3090,Maruti,Swift,Kochi,2016,45725,110,16.8,Diesel,Manual,First,5,,5.34,4,1248
3091,Maruti,Swift,Jaipur,2014,105000,34.2,16.8,Diesel,Manual,First,5,,3.85,6,1248
3092,Toyota,Innova,Hyderabad,2009,156056,117.3,17.4,Diesel,Manual,First,8,,8.5,11,2494
3093,Hyundai,Xcent,Mumbai,2016,135000,241.4,0,Diesel,Manual,First,5,,4.2,4,1120
3094,Maruti,Ertiga,Delhi,2016,67000,68,16.6,Diesel,Manual,First,7,,6.75,4,1248
3095,Ford,Endeavour,Jaipur,2016,90000,88.73,22.54,Diesel,Automatic,First,7,,26,4,3198
3096,Hyundai,i20,Coimbatore,2019,32251,201.1,13,Diesel,Manual,First,5,,8.61,1,1396
3097,Maruti,Zen,Mumbai,2009,47000,58.2,26.2,Petrol,Manual,First,5,,1.46,11,998
3098,Maruti,Ritz,Mumbai,2011,75308,98.59,22.77,Diesel,Manual,Second,5,,2.8,9,1248
3099,Maruti,Alto,Kochi,2018,44202,80,18.5,CNG,Manual,First,4,4.66 Lakh,4,2,998
3100,Honda,City,Mumbai,2014,58000,117.3,17.8,Petrol,Manual,First,5,,5.47,6,1497
3101,Maruti,Swift Dzire,Mumbai,2009,60000,63.1,23.08,Petrol,Manual,First,5,,2.45,11,1298
3102,BMW,X1,Hyderabad,2014,45000,68,20,Diesel,Automatic,First,5,,21.5,6,1995
3103,Tata,Manza,Mumbai,2010,41195,75,18.44,Petrol,Manual,First,5,,1.38,10,1368
3104,Mahindra,XUV500,Chennai,2016,89000,,17.8,Diesel,Manual,First,7,,13.5,4,2179
3105,Hyundai,i10,Bangalore,2009,60510,177.6,12.8,Petrol,Automatic,Second,5,,3.1,11,1197
3106,Maruti,Baleno,Mumbai,2016,8500,157.75,13.7,Petrol,Manual,First,5,,5.49,4,1197
3107,Maruti,Vitara,Kochi,2017,35981,35,14,Diesel,Manual,First,5,11.29 Lakh,9.51,3,1248
3108,Ford,Figo,Mumbai,2012,23152,88.8,21.9,Petrol,Manual,First,5,,2.39,8,1196
3109,Maruti,Wagon R,Delhi,2014,74663,126.2,17.01,CNG,Manual,First,5,5.35 Lakh,3.25,6,998
3110,Volkswagen,Vento,Mumbai,2014,61529,74,25.2,Petrol,Automatic,First,5,,5.65,6,1197
3111,Mahindra,Xylo,Ahmedabad,2010,91596,74,25.2,Diesel,Manual,First,7,,1.85,10,2489
3112,Porsche,Cayenne,Kochi,2019,14298,102,12.8,Petrol,Automatic,First,5,1.36 Cr,2.02,1,2995
3113,Maruti,Swift Dzire,Hyderabad,2013,83327,71,24.4,Diesel,Manual,First,5,,5.8,7,1248
3114,Volkswagen,Polo,Hyderabad,2017,22857,88.7,20.77,Petrol,Manual,First,5,,6.9,3,1199
3115,Hyundai,Verna,Chennai,2013,34620,197.2,10.91,Petrol,Manual,Second,5,,5.35,7,1591
3116,Hyundai,i10,Bangalore,2010,56000,88.73,22.54,Petrol,Manual,First,5,,2.85,10,1086
3117,Mercedes-Benz,E-Class,Chennai,2014,81000,67.1,19,Diesel,Automatic,First,5,,22.75,6,2143
3118,Maruti,Zen,Jaipur,1998,95150,73.9,21.1,Petrol,Manual,Third,5,,0.45,22,993
3119,Hyundai,i10,Coimbatore,2013,32776,58.2,32.26,Petrol,Manual,First,5,,4.64,7,1197
3120,Honda,Amaze,Coimbatore,2016,51587,118,17,Diesel,Manual,First,5,,5.27,4,1498
3121,Tata,Safari,Jaipur,2016,36000,85.8,17.5,Diesel,Manual,First,7,,10,4,2179
3122,Honda,Brio,Mumbai,2015,22000,184,17.05,Petrol,Manual,First,5,6.23 Lakh,3.95,5,1198
3123,Hyundai,i20,Kochi,2010,30754,90,15,Petrol,Manual,First,5,,3.38,10,1197
3124,Volkswagen,Jetta,Coimbatore,2018,37109,140,16,Petrol,Manual,First,5,,16.8,2,1390
3125,Honda,Jazz,Kolkata,2010,45000,78.9,16.95,Petrol,Manual,First,5,,1.99,10,1198
3126,Hyundai,Grand i10,Coimbatore,2017,33284,83.1,21.4,Petrol,Manual,First,5,,5.84,3,1197
3127,Jaguar,XF,Coimbatore,2016,55115,88.5,24.3,Diesel,Automatic,First,5,,36.15,4,2993
3128,Jaguar,XF,Kolkata,2014,18000,70.02,15.6,Diesel,Automatic,First,5,,25.7,6,2179
3129,Mahindra,XUV500,Coimbatore,2013,130790,67.04,33.54,Diesel,Manual,First,7,,9.24,7,2179
3130,Maruti,S Cross,Delhi,2015,16607,103.5,18.19,Diesel,Manual,First,5,,7.65,5,1598
3131,Audi,A4,Coimbatore,2015,32205,93.7,14.95,Diesel,Automatic,First,5,,25.31,5,1968
3132,Renault,Duster,Delhi,2013,67000,340,13.33,Diesel,Manual,First,5,,4.75,7,1461
3133,Maruti,Swift Dzire,Coimbatore,2014,57676,73.9,19.3,Petrol,Manual,First,5,,6.69,6,1197
3134,Volkswagen,Polo,Mumbai,2012,41000,74,16.2,Petrol,Manual,First,5,,3.1,8,1198
3135,Maruti,Omni,Jaipur,2012,65000,121.3,17.01,Petrol,Manual,First,8,,1.55,8,796
3136,Hyundai,Grand i10,Coimbatore,2019,12153,68.05,19.81,Petrol,Automatic,First,5,7.98 Lakh,6.84,1,1197
3137,Tata,Nano,Hyderabad,2014,16810,204,13,Petrol,Manual,First,4,,1.6,6,624
3138,Audi,A4,Kochi,2017,61221,60,17.3,Petrol,Automatic,First,5,47.16 Lakh,21.73,3,1395
3139,Volkswagen,Polo,Mumbai,2015,22000,78.9,20.36,Petrol,Manual,First,5,,4.75,5,1198
3140,Maruti,Alto,Chennai,2015,63714,98.6,25.8,Petrol,Manual,First,5,,2.45,5,796
3141,Mini,Cooper,Kochi,2019,14857,148,14.1,Diesel,Automatic,First,5,41.98 Lakh,31.55,1,1496
3142,Audi,A4,Delhi,2012,69000,86.8,18.5,Diesel,Automatic,Second,5,,10.25,8,1968
3143,Ford,Endeavour,Coimbatore,2019,14648,80,17,Diesel,Manual,First,7,35.29 Lakh,27.36,1,2198
3144,Ford,Ecosport,Hyderabad,2013,100000,120.33,14.69,Petrol,Manual,Second,5,,6.5,7,1499
3145,Hyundai,Grand i10,Jaipur,2016,22000,88.8,16.7,Petrol,Manual,First,5,,4.25,4,1197
3146,Chevrolet,Sail,Mumbai,2014,10000,82,18.9,Petrol,Manual,First,5,,5.5,6,1199
3147,Maruti,Swift Dzire,Kolkata,2015,107000,270.9,14.74,Petrol,Manual,First,5,,4,5,1197
3148,Tata,Zest,Kochi,2017,48198,187.7,16.36,Petrol,Manual,First,5,7.63 Lakh,4.65,3,1193
3149,Mercedes-Benz,New C-Class,Delhi,2015,15000,140,16,Diesel,Automatic,First,5,,28.5,5,2143
3150,Chevrolet,Cruze,Coimbatore,2014,80073,118,22.7,Diesel,Manual,First,5,,7.11,6,1998
3151,Maruti,Ritz,Hyderabad,2013,85388,174.33,17.11,Diesel,Manual,First,5,,3.9,7,1248
3152,Hyundai,Grand i10,Jaipur,2017,14700,108.45,19.01,Petrol,Manual,First,5,,5.6,3,1197
3153,Maruti,Dzire,Pune,2012,150000,85.8,19.1,Diesel,Manual,Third,5,7.91 Lakh,2.25,8,1248
3154,Hyundai,Verna,Kolkata,2011,34994,73.9,16.47,Diesel,Manual,First,5,,3.9,9,1582
3155,Jaguar,XF,Coimbatore,2014,82536,35,19.7,Diesel,Automatic,First,5,,28.63,6,2993
3156,Skoda,Superb,Delhi,2013,82000,81.86,18.9,Petrol,Automatic,First,5,,7.25,7,1798
3157,Maruti,Wagon R,Pune,2006,52000,37.5,25.4,Petrol,Manual,Second,5,,2,14,998
3158,Volkswagen,Polo,Mumbai,2011,20000,147.51,17.84,Petrol,Manual,First,5,,3.5,9,1198
3159,Honda,Civic,Hyderabad,2011,55000,74,16.47,Petrol,Manual,First,5,,5,9,1799
3160,Maruti,Eeco,Ahmedabad,2015,47001,47.3,22.74,CNG,Manual,First,5,5.36 Lakh,3.72,5,1196
3161,Maruti,Wagon R,Chennai,2014,52000,113.98,20.7,Petrol,Manual,First,5,5.51 Lakh,3.45,6,998
3162,Maruti,Swift Dzire,Kolkata,2013,43284,140.8,15.2,Diesel,Manual,First,5,,4.5,7,1248
3163,Hyundai,Creta,Coimbatore,2018,23875,158,12.62,Petrol,Automatic,First,5,,14.36,2,1591
3164,Hyundai,Grand i10,Bangalore,2016,51866,110,15.8,Petrol,Manual,First,5,,5.5,4,1197
3165,Nissan,Micra,Mumbai,2013,69000,82,18.9,Diesel,Manual,First,5,,3,7,1461
3166,Hyundai,Grand i10,Coimbatore,2017,62788,82.4,18.2,Petrol,Manual,First,5,8.1 Lakh,6.08,3,1197
3167,Volkswagen,Vento,Chennai,2013,150000,83.14,20.85,Diesel,Manual,First,5,,5,7,1598
3168,Toyota,Fortuner,Kochi,2015,47566,88.7,17.57,Diesel,Automatic,First,7,,20.25,5,2982
3169,Hyundai,Santro,Chennai,2002,67000,170,19.27,Petrol,Manual,Third,5,,1.2,18,999
3170,Toyota,Innova,Pune,2018,20300,163.7,17.3,Diesel,Automatic,First,7,20.97 Lakh,18,2,2755
3171,Mercedes-Benz,A Class,Pune,2015,48300,73.9,21.1,Diesel,Automatic,First,5,,17.5,5,2143
3172,Hyundai,EON,Pune,2013,30000,81.86,18.9,Petrol,Manual,First,5,,2.1,7,814
3173,Hyundai,Elantra,Bangalore,2012,36000,73.75,28.4,Diesel,Manual,Second,5,,7.5,8,1582
3174,Mini,Cooper,Kochi,2015,27641,126.32,22.32,Diesel,Automatic,Second,4,34.89 Lakh,24.77,5,1496
3175,Renault,Duster,Bangalore,2015,60000,270.9,14.74,Diesel,Manual,First,5,,8.65,5,1461
3176,Ford,Endeavour,Chennai,2019,9000,157.75,13.7,Diesel,Automatic,First,7,,35.5,1,3198
3177,Toyota,Corolla,Delhi,2014,60750,67.1,18.9,Petrol,Manual,First,5,,10.5,6,1798
3178,Mahindra,XUV500,Delhi,2018,9000,73.9,16.47,Diesel,Manual,First,7,16.4 Lakh,13,2,2179
3179,BMW,7 Series,Kolkata,2012,41100,130.2,14.8,Diesel,Automatic,First,5,1.66 Cr,26.5,8,2993
3180,Maruti,Wagon R,Ahmedabad,2004,60000,63,20,Petrol,Manual,Second,5,,1.4,16,1061
3181,Honda,City,Kochi,2017,38424,67.04,22.5,Petrol,Manual,First,5,,7.51,3,1497
3182,Maruti,Swift,Delhi,2014,50000,74,23.4,Diesel,Manual,First,5,,4.3,6,1248
3183,Honda,City,Mumbai,2015,19000,121.3,13,Petrol,Automatic,First,5,15.29 Lakh,8.95,5,1497
3184,Maruti,Ertiga,Kochi,2015,58734,82,18.9,Diesel,Manual,First,7,,6.91,5,1248
3185,Renault,Duster,Coimbatore,2016,65257,63.1,23.08,Diesel,Manual,First,5,,9.75,4,1461
3186,Maruti,Swift Dzire,Jaipur,2010,130000,81.86,18.9,Diesel,Manual,Second,5,,4,10,1248
3187,Maruti,Ritz,Hyderabad,2011,79000,103.6,20.54,Diesel,Manual,First,5,,3.65,9,1248
3188,Mahindra,XUV500,Chennai,2013,78000,168.5,12.55,Diesel,Manual,First,7,,10.75,7,2179
3189,Honda,Brio,Kochi,2015,49133,,0,Petrol,Manual,First,5,,4.51,5,1198
3190,Mercedes-Benz,M-Class,Coimbatore,2016,22769,171.5,11.36,Diesel,Automatic,First,5,,49.22,4,2987
3191,Tata,Manza,Coimbatore,2014,54448,107.3,20,Diesel,Manual,First,5,,3.7,6,1248
3192,Toyota,Innova,Hyderabad,2014,158793,55.2,21.1,Diesel,Manual,First,7,,12.99,6,2494
3193,Maruti,Swift,Delhi,2015,62088,126.24,22.7,Petrol,Manual,First,5,,4.15,5,1197
3194,Hyundai,Verna,Kolkata,2012,14800,113.98,20.7,Petrol,Manual,First,5,,4.4,8,1591
3195,Honda,Mobilio,Kolkata,2015,26000,108.45,19.64,Petrol,Manual,First,7,,4.25,5,1497
3196,Honda,Amaze,Mumbai,2017,32005,197,10.91,Petrol,Manual,First,5,,4.25,3,1198
3197,Honda,City,Jaipur,2017,35000,138.03,14.28,Petrol,Automatic,First,5,14.67 Lakh,7.7,3,1497
3198,Land,Rover,Pune,2015,52000,155,14,Diesel,Automatic,First,5,,39.75,5,2179
3199,Honda,City,Mumbai,2017,11000,261.49,16.77,Petrol,Manual,First,5,12.57 Lakh,8.5,3,1497
3200,Mercedes-Benz,E-Class,Jaipur,2008,62000,64,17.3,Petrol,Automatic,First,5,,7,12,2997
3201,Ford,Ikon,Chennai,2002,65134,117.3,17.8,Petrol,Manual,Third,5,,0.8,18,1299
3202,Toyota,Fortuner,Delhi,2013,71000,74,22.9,Diesel,Manual,First,7,,15.25,7,2982
3203,Maruti,A-Star,Hyderabad,2008,51366,117.3,18,Petrol,Manual,First,5,,2.25,12,998
3204,Tata,Sumo,Kolkata,2016,46300,88.76,20.77,Diesel,Manual,First,7,,4.85,4,1948
3205,Honda,City,Coimbatore,2012,60908,108.45,19.01,Petrol,Automatic,Second,5,,6.42,8,1497
3206,Nissan,Micra,Chennai,2012,93450,73.9,19.3,Diesel,Manual,Second,5,9.48 Lakh,2.5,8,1461
3207,Hyundai,Verna,Hyderabad,2011,104000,73.94,23.2,Diesel,Automatic,First,5,,5.75,9,1582
3208,Maruti,800,Pune,2003,52000,140,15.1,Petrol,Manual,First,4,,0.5,17,796
3209,Mahindra,XUV500,Coimbatore,2015,42999,86.8,19.4,Diesel,Manual,First,7,,11.52,5,2179
3210,Maruti,SX4,Delhi,2014,90000,165,0,Diesel,Manual,First,5,,4.5,6,1248
3211,Hyundai,i20,Bangalore,2013,72000,88.8,21.02,Petrol,Automatic,First,5,,4.75,7,1396
3212,Hyundai,Creta,Coimbatore,2019,54321,102,12.8,Diesel,Manual,First,5,,13.54,1,1582
3213,Mercedes-Benz,E-Class,Kochi,2015,59630,85.8,18.6,Diesel,Automatic,First,5,,23.41,5,2143
3214,Toyota,Fortuner,Hyderabad,2013,116000,121.3,17.01,Diesel,Automatic,Second,7,,19.25,7,2982
3215,Volvo,S60,Ahmedabad,2015,34000,117.3,17.3,Diesel,Automatic,First,5,,20,5,1984
3216,Mercedes-Benz,E-Class,Delhi,2011,70000,86.7,18,Diesel,Automatic,First,5,,13,9,2143
3217,Honda,Accord,Chennai,2010,80000,117.3,18,Petrol,Manual,First,5,,3.99,10,2354
3218,Honda,Amaze,Pune,2015,110000,187.7,12.7,Diesel,Manual,First,5,,4.65,5,1498
3219,Maruti,Dzire,Ahmedabad,2013,56454,117.3,17.4,Diesel,Manual,First,5,8.95 Lakh,4.65,7,1248
3220,Maruti,Swift,Kolkata,2013,60000,231.1,9.5,Petrol,Manual,First,5,,3.15,7,1197
3221,Toyota,Corolla,Delhi,2013,56000,70,13.8,Petrol,Automatic,First,5,,8.25,7,1798
3222,Land,Rover,Bangalore,2012,63000,168.5,13,Diesel,Automatic,Second,5,,65,8,4367
3223,Maruti,Swift,Chennai,2012,63000,66.1,19,Diesel,Manual,First,5,,4.5,8,1248
3224,Jeep,Compass,Kolkata,2017,15050,83.1,14.07,Diesel,Manual,First,5,23.19 Lakh,17.5,3,1956
3225,Maruti,Swift,Mumbai,2016,29401,116.3,15.6,Petrol,Manual,First,5,,4.31,4,1197
3226,Honda,Jazz,Kochi,2016,25238,63.12,23.19,Petrol,Manual,First,5,,6.2,4,1199
3227,Toyota,Etios,Chennai,2011,79000,126.32,19.08,Diesel,Manual,First,5,,4.67,9,1364
3228,Volkswagen,Polo,Kochi,2011,58752,37,16.1,Petrol,Manual,First,5,,3.32,9,1198
3229,Honda,Civic,Delhi,2011,62000,140,15.1,Petrol,Automatic,First,5,,3.75,9,1799
3230,Toyota,Etios,Bangalore,2013,132000,88.8,21.5,Petrol,Manual,First,5,,4.7,7,1496
3231,Hyundai,Verna,Chennai,2016,51000,98.6,15,Petrol,Manual,First,5,,6.5,4,1591
3232,Toyota,Innova,Hyderabad,2009,185200,126.2,19.67,Diesel,Manual,First,8,,7.25,11,2494
3233,Maruti,SX4,Coimbatore,2016,61717,201.1,13,Diesel,Manual,First,5,,8.94,4,1598
3234,Ford,Freestyle,Kolkata,2018,8896,168.5,12.55,Petrol,Manual,First,5,8.24 Lakh,7.34,2,1194
3235,Maruti,Baleno,Delhi,2016,17000,181,9,Petrol,Manual,First,5,,6.9,4,1197
3236,Honda,Jazz,Mumbai,2016,31378,203,14.21,Petrol,Manual,First,5,8.71 Lakh,5.9,4,1199
3237,Hyundai,Verna,Pune,2013,114000,180,10.2,Diesel,Automatic,First,5,,6.75,7,1582
3238,Honda,Amaze,Ahmedabad,2014,81000,98.6,25.8,Diesel,Manual,First,5,,4.1,6,1498
3239,Audi,Q3,Mumbai,2017,31000,73.75,28.4,Diesel,Automatic,First,5,44.75 Lakh,27,3,1968
3240,Skoda,Rapid,Mumbai,2014,35000,85.8,18.6,Petrol,Manual,First,5,,4.5,6,1598
3241,Audi,A4,Kolkata,2013,60001,138.1,14.53,Diesel,Automatic,First,5,,14.5,7,1968
3242,Maruti,Swift Dzire,Jaipur,2014,75074,335.3,11.49,Diesel,Manual,First,5,,5.25,6,1248
3243,Tata,Indica,Kolkata,2012,80000,74,22.9,Diesel,Manual,Second,5,,1.2,8,1248
3244,Toyota,Innova,Jaipur,2006,147350,170,16.3,Diesel,Manual,Second,8,,4.95,14,2494
3245,Renault,Duster,Hyderabad,2013,60000,81.8,20.4,Diesel,Manual,First,5,,7.5,7,1461
3246,Mercedes-Benz,E-Class,Kolkata,2015,7501,88.7,18.7,Petrol,Automatic,First,4,87.57 Lakh,48,5,2996
3247,Honda,Amaze,Delhi,2015,58000,,23.59,Diesel,Manual,First,5,,4.45,5,1498
3248,Mercedes-Benz,GLE,Coimbatore,2018,29277,73.9,16.47,Diesel,Automatic,First,5,95.13 Lakh,59.65,2,2987
3249,Maruti,Ritz,Kochi,2015,57034,130,12.9,Diesel,Manual,First,5,,4.38,5,1248
3250,Maruti,Ciaz,Kochi,2016,40810,88.73,16.78,Diesel,Manual,First,5,,7.9,4,1248
3251,Hyundai,Santro,Bangalore,2008,35268,121.3,17.01,Petrol,Manual,Second,5,,1.88,12,1086
3252,Maruti,Baleno,Coimbatore,2018,34630,102,12.8,Petrol,Automatic,First,5,8.57 Lakh,7.29,2,1197
3253,Ford,Fiesta,Hyderabad,2012,45122,118,22.7,Diesel,Manual,First,5,,6,8,1498
3254,Mahindra,XUV500,Chennai,2011,126000,94.68,19,Diesel,Manual,Third,7,,6.7,9,2179
3255,Maruti,Alto,Jaipur,2009,63000,83.1,21.4,Petrol,Manual,First,5,,1.5,11,796
3256,Mini,Cooper,Kochi,2016,32298,88.7,18.2,Diesel,Automatic,First,4,35 Lakh,23.8,4,1496
3257,Mahindra,XUV500,Kochi,2014,63288,126.3,22.32,Diesel,Manual,First,7,,7.77,6,2179
3258,Hyundai,Santro,Coimbatore,2012,43337,98.6,25.8,Petrol,Manual,First,5,,3.32,8,1086
3259,Maruti,Swift,Kochi,2015,46561,147.51,18.51,Diesel,Manual,First,5,,4.94,5,1248
3260,Mercedes-Benz,A Class,Delhi,2013,34000,103.52,15,Diesel,Automatic,Second,5,,11,7,2143
3261,Renault,KWID,Hyderabad,2016,48000,174.33,17.11,Petrol,Manual,First,5,,3.4,4,799
3262,Maruti,Swift,Kochi,2013,56263,74,23.4,Diesel,Manual,First,5,,4.17,7,1248
3263,Maruti,Zen,Hyderabad,2005,84060,74,22.3,Petrol,Manual,Second,5,,1.25,15,993
3264,Hyundai,Grand i10,Mumbai,2016,9000,100.6,12.99,Petrol,Automatic,First,5,,5.45,4,1197
3265,Tata,Manza,Jaipur,2012,79000,108.45,19.64,Diesel,Manual,First,5,,2.59,8,1248
3266,Mahindra,XUV500,Pune,2015,87900,333,10,Diesel,Manual,First,7,,12.01,5,2179
3267,Maruti,Swift Dzire,Delhi,2010,72425,98.6,25.8,Petrol,Manual,Second,5,,2.45,10,1197
3268,Audi,Q3,Bangalore,2015,38000,254.79,11.57,Diesel,Automatic,First,5,,29,5,1968
3269,Ford,Fiesta,Hyderabad,2008,83000,73.94,23.2,Diesel,Manual,Second,5,,2.4,12,1399
3270,Mercedes-Benz,New C-Class,Hyderabad,2010,107000,88.5,28.09,Diesel,Automatic,First,5,,11.99,10,2143
3271,Honda,City,Delhi,2015,51000,62,0,Petrol,Automatic,First,5,,7.9,5,1497
3272,Toyota,Innova,Pune,2010,140000,,18.48,Diesel,Manual,Third,7,,6.25,10,2494
3273,Chevrolet,Beat,Pune,2011,48000,83.1,21.4,Petrol,Manual,Second,5,,1.8,9,1199
3274,Maruti,Wagon R,Delhi,2013,62000,88.7,23.5,CNG,Manual,First,5,,2.8,7,998
3275,Honda,Jazz,Mumbai,2015,31000,140,16,Petrol,Manual,First,5,,4.9,5,1199
3276,Nissan,Micra,Jaipur,2010,75055,46.3,19.7,Petrol,Manual,First,5,,2.25,10,1198
3277,Maruti,Ciaz,Coimbatore,2017,51210,113.98,20.7,Petrol,Automatic,First,5,,8.89,3,1373
3278,Toyota,Fortuner,Mumbai,2012,87000,140,15.1,Diesel,Automatic,First,7,,15,8,2982
3279,Ford,Aspire,Kolkata,2018,17000,62.1,17.92,Diesel,Manual,First,5,7.56 Lakh,5.65,2,1498
3280,Maruti,Ertiga,Jaipur,2014,57000,74,22.9,Diesel,Manual,First,7,,7,6,1248
3281,Maruti,Alto,Hyderabad,2016,9370,107.3,20,Petrol,Manual,First,5,,2.95,4,796
3282,Honda,Brio,Chennai,2013,53226,53.3,25.17,Petrol,Manual,First,5,,3.3,7,1198
3283,Hyundai,Verna,Hyderabad,2010,120000,74,22.9,Diesel,Manual,Second,5,,3.5,10,1493
3284,Honda,City,Jaipur,2007,75055,60,17.3,Petrol,Manual,First,5,,2.3,13,1493
3285,Hyundai,Creta,Coimbatore,2017,37247,82,18.9,Diesel,Manual,First,5,,13.69,3,1582
3286,Toyota,Etios,Delhi,2013,64000,88.8,21.12,Diesel,Manual,First,5,,3.1,7,1364
3287,Hyundai,Sonata,Mumbai,2014,12000,140,16,Petrol,Manual,First,5,,12.75,6,2359
3288,Hyundai,Creta,Pune,2017,40158,85.8,17.5,Diesel,Manual,First,5,,13.75,3,1582
3289,Honda,Jazz,Chennai,2017,11000,174.33,15.73,Petrol,Manual,First,5,,6.75,3,1199
3290,Volkswagen,Vento,Chennai,2014,70010,,17.8,Diesel,Manual,First,5,,5.25,6,1598
3291,Mahindra,XUV500,Mumbai,2015,82000,170,14.84,Diesel,Manual,First,7,,8.75,5,2179
3292,Mahindra,TUV,Kochi,2017,57259,117.3,18,Diesel,Manual,First,7,,8.87,3,1493
3293,Honda,Accord,Bangalore,2010,84000,102,12.8,Petrol,Automatic,Second,5,,6.5,10,2354
3294,Maruti,Ertiga,Pune,2012,168000,79.4,18.6,Diesel,Manual,First,7,,4.5,8,1248
3295,Mahindra,Ssangyong,Hyderabad,2012,73670,58.16,26.6,Diesel,Manual,First,7,,12.5,8,2696
3296,Toyota,Fortuner,Delhi,2014,89540,88.7,18.7,Diesel,Automatic,First,7,,16.8,6,2982
3297,Maruti,Ertiga,Hyderabad,2016,85423,75,18.06,Diesel,Manual,First,7,,8.75,4,1248
3298,Hyundai,Elantra,Pune,2013,48823,91.1,19.12,Diesel,Automatic,First,5,,8.5,7,1582
